insert_id,distinct_id,time,event,colorTheme,luckyNumber
9a5ddd0685375c8a62739383454a2f742705728b,73269584-a9a3-5c7c-962f-7730b1ed1e6a,2023-07-13 11:06:48,log_in,violet,89
78192a661e2c0f4d3b6259a6130bd929a755f0d1,73269584-a9a3-5c7c-962f-7730b1ed1e6a,2023-06-27 05:08:43,button_click,orange,29
b6e1158b2b01042fc470a7e499b01b7d718313c0,19a13499-e0d6-5474-a6ac-24cac1c0d937,2023-06-18 10:00:04,button_click,yellow,79
269479742115ece0925bcdc8236494fbda45d7b5,19a13499-e0d6-5474-a6ac-24cac1c0d937,2023-07-13 06:48:12,watch_video,green,59
8c6da47d6f406e4d97a94e8163f36e5954edc75a,df8ce127-47dc-52db-9146-28efdfd508be,2023-06-26 03:45:33,page_view,yellow,73
6436336633960d49db00f3db463b9f2c7c91fa71,df8ce127-47dc-52db-9146-28efdfd508be,2023-06-14 05:27:33,watch_video,blue,71
08c73c4a979bca4e214c35a7f884060bb54962ec,df8ce127-47dc-52db-9146-28efdfd508be,2023-07-06 12:57:53,link_click,orange,71
116ff3904389485ef9dd22affabccccf96c881f3,502185b5-6af8-5da3-ad3c-0ff83a0f2793,2023-06-21 06:54:33,watch_video,yellow,61
2c14fbdbc15f6c6c9cce88d7273bc1846743e100,502185b5-6af8-5da3-ad3c-0ff83a0f2793,2023-07-14 08:27:18,button_click,green,42
2a0f5db6955f6a075c48e176fb942eeb42ee6549,50f4beba-c696-5fd1-9598-523f674e89a4,2023-07-03 09:57:33,log_in,violet,61
efac4c0776b5f47e324ce5bc27844f3f0a80d443,bc641c33-ea45-59b4-aacf-723e3a0c3444,2023-07-02 11:11:06,button_click,indigo,53
356a3cf0705632f8a3853869453ddacb8a668885,ff2e5c6c-7138-5602-aabf-2c9d57317a77,2023-07-14 06:34:05,page_view,indigo,19
ee89a93d110fb6d2773f0c85c8f6f1789cbbb68e,ba6f3459-f733-5f47-bec6-4ea74476b622,2023-07-13 08:10:51,log_in,indigo,5
b7892c7834fd957fa86ab1738d9452cfe270d79f,c2e90a92-f097-597b-80be-c17c2fa9fd89,2023-07-03 11:56:11,link_click,indigo,73
4d755787830485659d792af9ff486708c806e27a,c2e90a92-f097-597b-80be-c17c2fa9fd89,2023-06-22 07:52:52,watch_video,yellow,420
e18bd61213a60383c2f6850004852d38467c0880,c2e90a92-f097-597b-80be-c17c2fa9fd89,2023-06-13 04:00:07,page_view,red,83
2538d9d6ef20f3bc8f382b353c30e08b3a91df00,c051faaa-db72-5acf-bc8a-970fdd9cb670,2023-06-06 11:10:30,page_view,indigo,71
bffaf4bbac32a6649619102dda961ecf10ddc455,826ab0a4-6aec-5e5b-9141-5b1c81080920,2023-07-07 09:23:22,link_click,green,71
532d0de2626ec2c2362af33793c25de435ec1a60,826ab0a4-6aec-5e5b-9141-5b1c81080920,2023-07-08 12:52:59,page_view,red,7
60ab916d235e2fbca6c0ffbecbb5820f2fd331be,826ab0a4-6aec-5e5b-9141-5b1c81080920,2023-07-03 10:57:38,page_view,blue,97
4d9ce2c1147c03f902b035857ebdea3226b760b5,826ab0a4-6aec-5e5b-9141-5b1c81080920,2023-06-30 11:44:29,page_view,violet,73
88085d925967a6925df3a59fc91ee7fdb4db32c2,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-03 05:07:17,log_in,yellow,29
8271b55db4599cabb21d3b73d76936b0237f3822,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-30 08:01:53,watch_video,indigo,59
bc6df3b29fce53bcc63b623c77e2d25a0efe5878,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-24 12:03:45,watch_video,red,53
be9c382a9469e2940e449acfefeac6e2e375674c,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-07-01 03:07:34,link_click,indigo,59
02bd8e9fda7adb178d84ce6e191c80553fb13be1,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-26 01:01:24,button_click,orange,71
53668faeaf16455b579700ea688032889ad3e28f,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-30 01:34:58,page_view,indigo,97
dc8b7d4b239777069e2db4f22b9d8a099630fb4a,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-07-04 03:18:28,page_view,yellow,11
7a79f69fcebcaa2353b6406240d1355615a0eab8,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-06-27 03:03:50,page_view,indigo,71
259431a41fd4cdfde9ac6aaed671fcae56880f49,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-07-04 04:21:52,page_view,yellow,43
6b19f2718519e39c29fa9106cf4d1be496352204,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-07-06 12:06:40,button_click,yellow,31
7b3f4b018ca01a9bf1ee27c350a289437f8db84c,100176f5-41e7-5a1d-bbe9-f8d30c14b0cf,2023-07-14 02:55:48,page_view,violet,89
e6880ee7221d4f25fdbd6c81e2bd52a95d633d62,64174924-7c91-5d93-8c67-aa66adf6cfa7,2023-07-06 12:47:43,page_view,blue,42
a1c36cdd1bca32016a8b3110ed151cae26cd708d,380262fd-c894-5872-91d5-ff472d42e2ff,2023-07-07 04:17:29,watch_video,green,13
7371c1cf3e036c6bba15528481f5193ad1d3e940,b3fdc697-a9da-5343-93d2-6633489e56a6,2023-07-08 09:02:26,watch_video,indigo,83
34bcacfcdd88f2530e94469141faf498aa69c898,b3fdc697-a9da-5343-93d2-6633489e56a6,2023-07-14 07:57:20,link_click,green,61
3f20167b14a0a0787bedc4c9e58fb13e3e769911,b3fdc697-a9da-5343-93d2-6633489e56a6,2023-06-13 05:57:47,page_view,green,79
a0f01b161f11030e8b766eccaf4ca5ebe2fe377f,b3fdc697-a9da-5343-93d2-6633489e56a6,2023-07-02 09:35:05,watch_video,yellow,29
66692362c2d5aa4b8ea0f193c4936e9e94a38b55,2de46ed4-2dfe-503a-bb02-eece15958907,2023-06-07 06:35:40,watch_video,orange,420
889a45e71e695a92395f565867e8316b7250633e,7d98d8a6-cea8-551d-b624-a9cf1e822aec,2023-07-05 12:07:04,page_view,yellow,89
24433295f1ec29f1af2c2931934b1c983641ac08,56e3fbcf-e851-5a51-8b09-fcb585a2e8c8,2023-07-14 03:26:51,link_click,indigo,73
f2bfb018694375344d555291612c991b34f6c148,56e3fbcf-e851-5a51-8b09-fcb585a2e8c8,2023-06-15 10:32:23,page_view,yellow,42
6f26ddfa3dfceffd07e46f506a74fb74b832a6ae,840cf701-4641-546b-b385-cdf2189408ad,2023-06-29 12:27:03,watch_video,red,67
f35179ed8de5af583d73e9b668ccd8090775a42a,840cf701-4641-546b-b385-cdf2189408ad,2023-06-28 02:03:14,page_view,yellow,5
6c9cedafe6d2070e66354fc563accdf28ab65249,d4eda415-61d5-5b1d-8d3b-66ba80bf132a,2023-06-16 02:22:56,page_view,indigo,59
213f2f4e71abc24cd94fed6f80efd9a2b08606d2,fafc3e47-5a48-5ae5-9669-f9fd46745960,2023-06-04 06:37:24,watch_video,red,71
d3aa255f23be88fb4f83b3d8a24d73809063c71b,fafc3e47-5a48-5ae5-9669-f9fd46745960,2023-07-12 02:01:12,button_click,violet,42
86bf8acdc6f618fc2506d64ebd12927cf9043282,36508166-840f-5bbe-8cb3-6e7de0f48a36,2023-06-27 06:33:57,page_view,red,29
d3c98c349662043a8fc2c8515fee7121419852d3,85aa326b-4ce3-59fd-acdc-b59bec4d5c2d,2023-07-01 04:52:43,watch_video,indigo,41
19c06db5445752559c4181c6afadd1fc24cad04c,85aa326b-4ce3-59fd-acdc-b59bec4d5c2d,2023-07-12 10:48:07,watch_video,orange,97
131c0679ca93dd158c7a12331d108aa3c65640f8,85aa326b-4ce3-59fd-acdc-b59bec4d5c2d,2023-07-02 04:02:45,link_click,indigo,83
3bbf776c4d91f4d71c8d9cc01fb50f3bd99c682b,ad269b4c-3643-558c-84ec-253ba84566aa,2023-06-28 02:58:16,link_click,blue,61
bd123a4f887e0bf1c95b26074481b0713d85dc61,ad269b4c-3643-558c-84ec-253ba84566aa,2023-07-10 02:28:00,button_click,orange,37
66cb5f7390a4c65b6af21f03777d3f94b4c9fd92,ad269b4c-3643-558c-84ec-253ba84566aa,2023-07-02 02:16:34,page_view,red,67
8ecfa2f3dcbd1c48c66a2761bc1329f620c7a66e,ad269b4c-3643-558c-84ec-253ba84566aa,2023-06-27 08:53:49,link_click,indigo,42
f730898957df721159314e177e2bbe352d42e94d,ad269b4c-3643-558c-84ec-253ba84566aa,2023-06-30 07:25:26,page_view,indigo,42
eb3f0eb9a275975a46756f80b4160203e100c043,ad269b4c-3643-558c-84ec-253ba84566aa,2023-06-30 11:20:05,log_in,violet,71
cbb6a0efd5f1ae87337ccad89af263c5753943d7,ad269b4c-3643-558c-84ec-253ba84566aa,2023-06-13 06:18:49,button_click,indigo,61
325d785d94ef81993cb608d14ff14dd1ddd385e4,34f258d4-de97-5421-a373-18b754cd81b6,2023-07-08 07:28:37,page_view,red,59
3d38aad3fcc777af97d854681dd94802b1a254ee,34f258d4-de97-5421-a373-18b754cd81b6,2023-06-26 03:53:26,link_click,orange,71
e599edd5618820d0aa98df54929428f193b1c6ca,34f258d4-de97-5421-a373-18b754cd81b6,2023-07-04 10:03:33,page_view,green,79
f19b4b387ca005395dbfbffe96818bbeb2b4e86a,fc611b3a-08d1-527a-8d25-8d64f9e553ca,2023-06-25 10:42:33,watch_video,orange,59
50555509f2101799da54dd2e5a094e4f263ee30b,8467f228-a48a-5ecd-a892-dacdcb31ce1d,2023-06-18 12:10:15,page_view,red,42
b5dba770420cdc6e36e3501aaf9eae33387beccd,8467f228-a48a-5ecd-a892-dacdcb31ce1d,2023-06-22 05:43:32,log_in,indigo,42
f054ed179b0e45fe18582d38bbc4bcc2ba7bcddc,8467f228-a48a-5ecd-a892-dacdcb31ce1d,2023-07-08 05:23:43,watch_video,blue,73
005e8290624f366e9e03f5760be521df4a761064,99130b45-db95-5108-897b-bb7c4c5c9bc9,2023-07-10 01:34:06,page_view,blue,67
1cceadd6d3830f35c1a12347830b5b05b7e501c6,7eb3d37d-99ee-5838-8d1a-8824c6a136ad,2023-07-01 10:24:40,button_click,yellow,29
63392e641e70668421c625e9c2d6123ae8a16eb6,7eb3d37d-99ee-5838-8d1a-8824c6a136ad,2023-06-23 01:31:22,page_view,violet,2
742c7c6ecd1ed616c3c93a2a71690ce8e6c60503,09fe2a7b-3558-5f21-8599-102451aedbbc,2023-07-01 06:05:12,watch_video,indigo,61
8adaac020c31b6f0c290cea21f935508091045cd,09fe2a7b-3558-5f21-8599-102451aedbbc,2023-06-24 04:12:25,watch_video,indigo,13
f9009ac690081c65fcb0f8de1a343d0109a3f1ce,09fe2a7b-3558-5f21-8599-102451aedbbc,2023-06-15 03:22:44,page_view,yellow,37
8544457379e2002c8d92eefef3452596aa8f51a4,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2023-07-10 10:51:35,page_view,violet,41
7a9c5876d83b1e28ab485b41086f56912d06c14e,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2023-06-21 11:47:29,page_view,green,79
7ac3c41d6f19b3a8005f9ab3e552d28d77af5dc6,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2023-07-11 10:27:04,page_view,indigo,47
d00316e9b6dfe757d2b911c4d8ceeb50f74e828d,c3ff98e0-45f6-56b9-b136-1aff53631f49,2023-07-05 07:45:54,button_click,indigo,73
d41abac9aff8dbf446bd7886c27268655a771e71,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-07-05 02:37:16,page_view,blue,53
50fbd6e7c31127017b29d52257acaba36da7fd27,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-06-27 05:46:21,watch_video,blue,11
b80b0cb48aef405941aa66980566f46b14f0ae83,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-06-04 09:35:18,watch_video,indigo,43
7c733dbbaf1dd8292bc3d23193017726fa47ef12,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-07-04 04:22:14,link_click,yellow,42
010364d3d25824b4344854118eba9a8fd8bf0bdd,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-07-03 08:10:26,page_view,red,29
fb267a150a056b364c42b0413bdbcc954d8e0fb9,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-06-28 10:38:23,page_view,indigo,31
1862cd87084ecc746071bfe4ed63f615e726846d,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-07-04 09:15:58,log_in,violet,59
7365552b508b972f4a30b5c48440cc31c9f983f2,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-07-06 11:44:27,link_click,indigo,420
99d9bb3bd3de77ac6028445860627142ea616ace,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-06-25 10:16:51,watch_video,red,42
9f28af9dd585a4919a54e9509c24dd49506eca7e,c6f8368f-49f8-59fa-b008-7954a837d341,2023-07-06 05:06:38,watch_video,green,17
f13092686830c87b8624be4ebc097bf0c8fc3b8e,c6f8368f-49f8-59fa-b008-7954a837d341,2023-06-14 10:02:03,page_view,orange,97
e3687eca64a075b74f3402ca28033f2522399130,11abc8dd-a3f4-54e6-84cc-58e82da349d8,2023-07-13 10:45:20,watch_video,blue,41
ab24392db10e1c3bd5a30c48bb9e52246e7a48a1,4c44b4e8-f4ab-5ad8-bd14-03e921923430,2023-06-04 04:18:23,page_view,indigo,61
62ab295be14aaa392ae031dee519e985e6c5331a,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-06-25 02:49:08,watch_video,blue,3
d561db6bb5240549b43863edf4f35c64cabce834,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-07-03 08:06:07,log_in,blue,71
c0284438c9f6d0a64456219cd2cf224ccb0fdf1d,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-07-14 07:56:33,link_click,indigo,17
df658ae290ee60ad85bfed5726ab4cdc6f6de98f,a5e82ac9-6c7b-5d34-87f6-3d52e24faff8,2023-06-14 10:21:26,page_view,yellow,67
59897355f757c3a7a000e7e82db2a2808738dab4,a5e82ac9-6c7b-5d34-87f6-3d52e24faff8,2023-07-03 11:36:18,watch_video,yellow,17
04a778c38959b987191e9c0571a431190cd573b0,a5e82ac9-6c7b-5d34-87f6-3d52e24faff8,2023-07-03 09:27:37,page_view,red,71
0c93a8feaee803a9b9ba9263f9201a73c0ae2936,69284118-3181-5ef8-b568-e67a3bbda761,2023-07-01 12:37:45,watch_video,green,420
7e25e3f102c576b0d046f13ff8643a7664eba70d,69284118-3181-5ef8-b568-e67a3bbda761,2023-06-20 12:17:24,watch_video,green,42
eebfa44df5058fa801976781aa7128fede91d1bd,69284118-3181-5ef8-b568-e67a3bbda761,2023-06-23 10:43:20,page_view,orange,5
249dcc65669906fea8059978971924acddf389ac,69284118-3181-5ef8-b568-e67a3bbda761,2023-07-14 03:00:00,button_click,violet,79
3a755a1a91575202e2045d479fcbcaa02bcf4fa0,69284118-3181-5ef8-b568-e67a3bbda761,2023-06-23 11:44:28,button_click,blue,89
a18343f3a75554baf6c50649b5061790e0968818,3326f072-2ca9-50f7-a6b5-79b3596084a8,2023-07-01 07:23:28,page_view,blue,79
1791b31d5d1fc59f37abd47eebeea0bb109353b8,3326f072-2ca9-50f7-a6b5-79b3596084a8,2023-07-05 08:36:09,page_view,orange,97
8f051b523073d33095d1b7d024be6e1c4dbba442,3326f072-2ca9-50f7-a6b5-79b3596084a8,2023-07-06 05:29:26,watch_video,violet,29
c4c62202da5932f459558e8e62efaaca6ce7cd52,6f4119ab-6fcf-553e-bf76-c28640ad9758,2023-07-10 05:47:49,button_click,red,71
593d741f0ebc530c2b56a10b8e9f850f70114a52,6f4119ab-6fcf-553e-bf76-c28640ad9758,2023-07-10 02:38:14,watch_video,orange,43
7a120da009cb1a81ccf1e02a65977e615cd504d8,6f4119ab-6fcf-553e-bf76-c28640ad9758,2023-07-14 12:21:26,watch_video,red,71
300e1477df5084bfb3664d723ad2db4791189801,e935aabf-5d8b-550e-884d-f1fedbb42b51,2023-07-05 02:31:20,page_view,red,42
fe793ae230c806b73edaa88d1169475b7ea3ee48,e935aabf-5d8b-550e-884d-f1fedbb42b51,2023-06-07 11:40:49,link_click,indigo,89
ddd409e1e384774230982210f8cf4b474e882872,e935aabf-5d8b-550e-884d-f1fedbb42b51,2023-07-06 11:52:49,watch_video,yellow,7
238ec8d846eb3e1a1d3b4e3f44fdb802572c0811,71576a34-6022-57d6-be8e-46e73ad4cfe1,2023-07-05 09:39:53,page_view,blue,11
bb8f2be4bb9527b0725cc302c24d8113e31b87a6,71576a34-6022-57d6-be8e-46e73ad4cfe1,2023-06-22 01:12:47,button_click,yellow,42
6868ffb8143c8be545bd52dfd56763ee59ed07c6,71576a34-6022-57d6-be8e-46e73ad4cfe1,2023-06-04 10:44:14,page_view,blue,71
c5860e8ddf27b571c8217dd9fc5a9bb4be6bf24f,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-07-11 11:11:47,page_view,green,3
ac384c6779bded6dd685a10da6f1542c6624e280,c98e81ff-2e03-561a-af6f-3b13fd459096,2023-06-21 05:36:08,log_in,blue,29
b9878844671431bc55c908d31a9f1895b335c85d,c98e81ff-2e03-561a-af6f-3b13fd459096,2023-06-30 06:37:21,link_click,violet,43
055a0d6e30e642f1cd3f4646dd2d51104c5c6d97,ac7106ca-2691-5300-9812-e571612bd2bd,2023-06-16 05:50:44,link_click,blue,5
8fab18783ae3fb57bd4e87780b59a1c78a9be047,1167a342-6cec-5c6e-a125-dfdde43a2259,2023-06-25 09:41:52,page_view,yellow,43
5e7b99ea88bb0a1acb0fb3469516cf612a69bd1d,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-07-10 07:24:40,watch_video,violet,11
a6336e6a1dbe037a440a6985be81868fdef969ff,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-07-10 05:01:15,page_view,green,97
8ef8e3e63d903c8c4c7f7ebf9fe831ae589ab3ee,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-06-28 02:51:06,watch_video,indigo,37
73ca8be59bcce7a7e8282120b0dd4324832eb395,29dac405-56f3-5704-ac63-a11409ebb8bd,2023-07-08 03:52:13,watch_video,violet,71
af19c3ee9eed5da4b92e210e6f68ed91c98691a5,29dac405-56f3-5704-ac63-a11409ebb8bd,2023-06-22 08:43:58,watch_video,yellow,2
d79db1fbfd6bc1eb90ac3a0833da8d7f1f4ca06a,29dac405-56f3-5704-ac63-a11409ebb8bd,2023-06-04 12:22:51,watch_video,yellow,71
2e6297e2c354b8e2aa7880532439de778436a293,29dac405-56f3-5704-ac63-a11409ebb8bd,2023-06-18 04:09:14,button_click,orange,67
e07237bb7ab79a272f709e96f65833037d0db8c6,14871081-31eb-5ddc-b231-9ba525d3c1c7,2023-07-02 07:19:37,page_view,yellow,42
4af23ab7c5958fc6d7e3b1f2ef91b55f81b3c305,71d05605-3867-527b-bba1-d0190209582e,2023-07-08 04:52:24,page_view,blue,2
b7fe1889ad9a677d6a79a8cd2fccc1488bf82998,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2023-06-29 09:51:37,button_click,indigo,42
c2031cd5b618fa56d5b0740e1d39124d8799947d,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2023-06-21 09:35:08,button_click,indigo,31
925cfd71523565693ce2193f7c5804456e0c88fe,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2023-07-07 06:24:05,page_view,indigo,42
d79b46b421c7cd55b45dd93544f76ca785127d6e,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2023-06-23 11:10:12,page_view,indigo,67
54308f12a0e754b798f323a3f360fb9ad0421d4d,a2e60cb1-8ab8-5312-92f0-6baef17fdae8,2023-07-14 02:09:05,log_in,yellow,42
c892611170505677fc8bf87674eb95e151a28377,05215288-da75-57ba-aeb8-6f715ff959b1,2023-07-08 10:29:33,button_click,indigo,89
02deceb5eb540a8b2b18a099e491d73944c706a4,05215288-da75-57ba-aeb8-6f715ff959b1,2023-06-16 06:17:29,page_view,blue,23
382a22454b8a34b02a8410f322f3588851ccfb78,05215288-da75-57ba-aeb8-6f715ff959b1,2023-07-14 04:28:44,page_view,blue,7
95a4c2b418c4dfefae9ea1bc184b8ab3e53bb7da,05215288-da75-57ba-aeb8-6f715ff959b1,2023-06-20 01:01:03,watch_video,yellow,61
